URI,Title,Year,Album,Popularity,Duration,Key,Mode,Tempo,Time_signature,Valence,Danceability,Energy,Loudness,Acousticness,Instrumentalness,Liveness,Speechiness,Album debut,Other releases,Single A side,Single B side,Single certification,Genre,Styles,Themes,Moods,Songwriter(s),Lead vocal(s),Cover,Covered by,Chart position UK (Wikipedia),Chart position US (Wikipedia),Highest position (The Guardian),Weeks on chart in UK (The Guardian),Weeks at No1 in UK (The Guardian),Highest position (Billboard),Weeks at No1 (Billboard),Top 50 (Billboard),Top 50 (Ultimate classic rock),Top 50 (Rolling Stone),Top 50 (NME),Top 50 (Top50songs.org),"Top 50 (USA today, 2017)","Top 50 (Vulture, by Bill Wyman)"
spotify:track:2mxByJWOajjiVsLWjNXvDJ,Oh! Darling,1969,Abbey Road,69.0,206.0,4.0,1.0,173.93,3.0,0.549,0.422,0.656,-8.412,0.0126,0.0279,0.268,0.0397,Abbey Road,9.0,,,,"Swamp Pop, Hard Rock, Pop/Rock","Album Rock, Contemporary Pop/Rock, Early Pop/Rock, Hard Rock, Rock & Roll",,Bravado Rousing Swaggering Brash Self-Conscious Theatrical Brassy Energetic Passionate Playful Quirky,McCartney,McCartney,,14.0,,,,,,,,,,,,33.0,,
spotify:track:7vMCInGW1N1uTFC1LoklEM,Old Brown Shoe,1969,Past Masters (Vols. 1 & 2 / Remastered),38.0,196.0,1.0,1.0,142.849,4.0,0.396,0.529,0.781,-9.662,0.00171,0.000864,0.179,0.0933,UK: 1967-1970 US: Hey Jude,13.0,The Ballad of John and Yoko,Old Brown Shoe,RIAA Gold,"Blues Rock, Pop/Rock","Album Rock, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Singer/Songwriter",,Freewheeling Playful Rollicking Rousing Swaggering Wry Bravado Organic Quirky Ramshackle Exciting Humorous Irreverent Sardonic Raucous,Harrison,Harrison,,2.0,,,,,,,,,,,,,,
spotify:track:50qHmeex1nPTyQTwBXjSE4,One After 909,1969,Let It Be,51.0,172.0,4.0,1.0,90.95,4.0,0.888,0.554,0.828,-6.435,0.0307,0.0,0.907,0.0739,Let It Be,17.0,,,,"Roots Rock, Pop/Rock","Album Rock, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll","Biographical, In Love, Relationships, Reminiscing, Starting Out, Travel",Freewheeling Playful Ramshackle Rollicking Rousing,Lennon,"Lennon, with McCartney",,5.0,,,,,,,,,,,,,,
spotify:track:4phXWLTSlC1BEogSWhJMDD,Only a Northern Song,1967,Yellow Submarine,43.0,207.0,9.0,1.0,209.242,4.0,0.801,0.175,0.731,-8.341,0.000341,0.000751,0.0846,0.0705,Yellow Submarine,9.0,,,,"Psychedelic Rock, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage",,Druggy Eerie Enigmatic Freewheeling Hypnotic Indulgent Nocturnal Ominous Quirky Spacey Spooky Trippy Detached Ethereal Dreamy Menacing Ramshackle Gloomy,Harrison,Harrison,,,,,,,,,,,,,,,,
spotify:track:76ncj5k8RGPo49wEyDzrb6,Ooh! My Soul,1963,Live at the BBC,24.0,98.0,4.0,1.0,96.721,4.0,0.653,0.576,0.89,-10.231,0.571,3.18e-05,0.848,0.0484,Live at the BBC,,,,,Pop/Rock,"British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Cool & Cocky, Guys Night Out, Partying, Sex",Gritty Passionate Gutsy Raucous Rollicking Rousing Yearning Bravado Lively Street-Smart Whimsical Dramatic Summery Energetic,Penniman,McCartney,Y,,,,,,,,,,,,,,,
spotify:track:7Msq9qojB7yORuJvz49iUy,P.S. I Love You,1962,Please Please Me,54.0,126.0,2.0,1.0,134.435,4.0,0.77,0.635,0.656,-8.5,0.389,0.00127,0.0828,0.0291,UK: Please Please Me US: The Early Beatles,30.0,Love Me Do,P.S. I Love You,RIAA Platinum,"Merseybeat, Pop/Rock","British Invasion, Early Pop/Rock, Merseybeat, Contemporary Pop/Rock, Rock & Roll","Affection/Fondness, Heartache",Amiable/Good-Natured Bright Earnest Sentimental Sweet Warm Yearning Cheerful,"McCartney, with Lennon",McCartney,,4.0,4.0,10.0,,,,10.0,,34.0,,,,,,
spotify:track:4401c08DdNwwGEg8WGCkQf,Paperback Writer,1966,Past Masters (Vols. 1 & 2 / Remastered),40.0,138.0,7.0,1.0,157.251,4.0,0.727,0.49,0.724,-8.109,0.189,3.01e-06,0.691,0.0827,UK: A Collection of Beatles Oldies US: Hey Jude,27.0,Paperback Writer,Rain,RIAA Gold,"Hard Rock, Power Pop, Psychedelic Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll",,Energetic Exciting Rollicking Rousing Whimsical Freewheeling Humorous Ironic Playful Stylish Swaggering Carefree Quirky Urgent Raucous,McCartney,McCartney,,8.0,1.0,1.0,1.0,11.0,2.0,1.0,2.0,19.0,33.0,35.0,17.0,,42.0,40.0
spotify:track:1h04XMpzGzmAudoI6VHBgA,Penny Lane,1966,Magical Mystery Tour,67.0,183.0,9.0,1.0,113.038,4.0,0.49,0.651,0.488,-8.22,0.212,0.026,0.136,0.0316,Magical Mystery Tour,22.0,Penny Lane,Strawberry Fields Forever,RIAA Gold,"Progressive Pop, Baroque Pop, Psychedelic Pop, Psychedelic Rock, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage","Reflection, Reminiscing, Summer",Cheerful Light Literate Lush Nostalgic Playful Quirky Sophisticated Summery Whimsical Joyous Amiable/Good-Natured Elaborate Stylish Theatrical Elegant Trippy Lively Dreamy,McCartney,McCartney,,13.0,2.0,1.0,2.0,11.0,,1.0,,24.0,8.0,32.0,29.0,17.0,23.0,3.0
spotify:track:4ZmjfLdJXbqjAENqk7eWSE,Piggies,1968,The Beatles,52.0,124.0,8.0,1.0,93.245,4.0,0.52,0.542,0.445,-9.105,0.643,0.0,0.516,0.0303,The Beatles,9.0,,,,"Baroque Pop, Folk, Pop/Rock","Baroque Pop, Contemporary Pop/Rock, Early Pop/Rock, British Psychedelia, Psychedelic/Garage",,Acerbic Angry Bitter Dramatic Humorous Indulgent Irreverent Quirky Sardonic Silly Snide Theatrical Malevolent Nihilistic Playful Cold Elaborate Lush Rousing Bright,Harrison,Harrison,,2.0,,,,,,,,,,,,,,
spotify:track:6wfK1R6FoLpmUA9lk5ll4T,Please Mr. Postman,1963,With the Beatles,58.0,156.0,9.0,1.0,122.546,4.0,0.961,0.552,0.644,-9.129,0.675,0.0,0.36,0.0372,UK: With the Beatles US: The Beatles Second Album,19.0,Roll Over Beethoven,Please Mr. Postman,,"Rock and Roll, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll",,Bright Fun Lively Rousing Cheerful Warm Yearning,"Dobbins, Garrett, Holland, Bateman, Gorman",Lennon,Y,,,,,,,,,,,,,,,
spotify:track:6EHuOufBeL6vk3TvVJB5qo,Please Please Me,1962,Please Please Me,61.0,120.0,4.0,1.0,139.388,4.0,0.706,0.527,0.48,-9.61,0.334,0.0,0.0702,0.028,UK: Please Please Me US: The Early Beatles,35.0,Please Please Me; Please Please Me,Ask Me Why; From Me to You,RIAA Platinum,"Merseybeat, Rock and Roll, Pop/Rock","British Invasion, Early Pop/Rock, Merseybeat, Contemporary Pop/Rock, Rock & Roll",,Bright Rousing Warm Yearning Earnest Rollicking Searching Cheerful Sweet,Lennon,"Lennon, with McCartney",,10.0,2.0,3.0,2.0,18.0,,3.0,,18.0,19.0,20.0,,,28.0,5.0
spotify:track:1FTCA6wQwulQFokDddKE68,Polythene Pam,1969,Abbey Road,57.0,72.0,11.0,0.0,166.829,4.0,0.499,0.474,0.939,-8.884,0.00472,0.674,0.19,0.199,Abbey Road,8.0,,,,Pop/Rock,"Album Rock, Contemporary Pop/Roc,k, Early Pop/Rock, Hard Rock, Rock & Roll, Prog-Rock",,Brash Energetic Freewheeling Humorous Indulgent Irreverent Playful Quirky Rollicking Rousing Swaggering Whimsical Dramatic Exciting Brittle Fun Sardonic Urgent Druggy,Lennon,Lennon,,3.0,,,,,,,,,,,,,,
spotify:track:48TNLcToLs8DWkdj5vYdiW,Rain,1966,Past Masters (Vols. 1 & 2 / Remastered),52.0,179.0,0.0,1.0,106.933,4.0,0.541,0.234,0.693,-8.277,2.82e-05,0.899,0.442,0.0408,UK: Rarities US: Hey Jude,15.0,Paperback Writer,Rain,RIAA Gold,"Psychedelic Rock, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll","Rainy Day, Stay in Bed, The Creative Side",Dreamy Hypnotic Rousing Trippy Whimsical Circular Freewheeling Sardonic Spooky Stylish Sprawling Ethereal Quirky Swaggering Urgent,Lennon,Lennon,,12.0,1.0,23.0,,,,23.0,,42.0,24.0,,40.0,,,10.0
spotify:track:5frMgt4jqRGJk3yMKfqOyl,Real Love,1980/1995,Anthology 2,53.0,236.0,8.0,1.0,175.726,4.0,0.405,0.375,0.694,-7.334,0.0458,0.019,0.257,0.031,Anthology 2,2.0,Real Love,Baby's in Black,RIAA Gold,"Rock, Pop/Rock",,In Love,Romantic,"Lennon, with McCartney, Harrison, Starkey",Lennon,,,4.0,11.0,4.0,7.0,,11.0,,47.0,,,,,,
spotify:track:4qh4lu4xf4r3ZkBoyeajuc,Revolution,1968,Past Masters (Vols. 1 & 2 / Remastered),41.0,201.0,1.0,1.0,121.054,4.0,0.708,0.417,0.825,-9.539,0.0888,0.000358,0.23,0.176,UK: 1967-1970 US: Hey Jude,23.0,Hey Jude,Revolution,RIAA 4xPlatinum,"Hard rock, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Hard Rock","Revolutionary, Lifecycle, Politics/Society, Protest, Starting Out",Acerbic Energetic Exciting Fiery Passionate Rousing Brash Urgent Bravado Cynical/Sarcastic Raucous Rollicking,Lennon,Lennon,,18.0,1.0,12.0,,,,12.0,,32.0,34.0,13.0,21.0,,5.0,
spotify:track:1aOzDhi5a1RWWRy5dmYA8I,Revolution 1,1968,The Beatles,52.0,201.0,9.0,1.0,98.425,4.0,0.695,0.386,0.626,-9.451,0.0785,0.00164,0.621,0.0377,The Beatles,7.0,,,,"Hard rock, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Hard Rock","Revolutionary, Lifecycle, Politics/Society, Protest, Starting Out",Acerbic Energetic Exciting Fiery Passionate Rousing Brash Urgent Bravado Cynical/Sarcastic Raucous Rollicking,Lennon,Lennon,,2.0,,,,,,,,,,,,,35.0,
spotify:track:5dZ8PeKKZJLIQAWNTdp8WX,Revolution 9,1968,The Beatles,47.0,502.0,2.0,0.0,91.158,4.0,0.101,0.208,0.615,-15.297,0.769,0.118,0.824,0.342,The Beatles,7.0,,,,"Avant-Garde, Musique Concrete, Experimental, Sound Collage, Pop/Rock","Alternative/Indie Rock, Experimental Rock, Sound Collage, British Psychedelia, Psychedelic/Garage",,Cold Detached Difficult Enigmatic Indulgent Messy Self-Conscious Spooky Sprawling Cerebral Meandering Tense/Anxious Uncompromising Lazy Provocative Searching Unsettling Clinical Complex,"Lennon, with Ono and Harrison",,,4.0,,,,,,,,,,,,,,
spotify:track:3WsKGwKa7PueKpMxGYAtIA,"Rip It Up / Shake, Rattle, and Roll / Blue Suede Shoes",1969,Anthology 3,29.0,191.0,9.0,1.0,156.215,4.0,0.726,0.395,0.841,-7.328,0.0691,7.12e-05,0.129,0.191,Anthology 3,,,,,"Rock and Roll, Pop/Rock","Rock & Roll, Contemporary Pop/Rock","Guys Night Out, Hanging Out, Partying, TGIF",Freewheeling Fun Irreverent Lively Messy Playful Ramshackle Raucous Rollicking Rousing Swaggering,"Blackwell-Marascalco (""Rip It Up""), Calhoun (""Shake, Rattle, and Roll""), Perkins (""Blue Suede Shoes"")",Lennon and McCartney,Y,,,,,,,,,,,,,,,
spotify:track:7Ho3T7ERfooiAfvODaMQ2N,Rock and Roll Music,1964,Beatles for Sale,55.0,150.0,9.0,1.0,167.092,4.0,0.965,0.457,0.917,-6.213,0.566,0.0,0.333,0.0441,UK: Beatles for Sale US: Beatles '65,25.0,Rock and Roll Music; No Reply,I'm a Loser; Rock and Roll Music,,"Rock and Roll, Pop/Rock","British Invasion, Contemporary Pop/Rock, Rock & Roll","Hanging Out, Partying",Energetic Raucous Rollicking Rousing Rowdy Exciting Fiery,Berry,Lennon,Y,,,,,,,,,,,,,,,
spotify:track:1ITQbrueGLl581a25XXm9c,Rocky Raccoon,1968,The Beatles,61.0,213.0,7.0,1.0,79.456,4.0,0.648,0.599,0.363,-11.728,0.333,0.0,0.243,0.0315,The Beatles,9.0,,,,"Country, Folk Rock, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Folk-Rock, Psychedelic/Garage, Singer/Songwriter",,Amiable/Good-Natured Freewheeling Fun Humorous Irreverent Light Lively Playful Quirky Ramshackle Rollicking Rousing Whimsical Indulgent Cheerful Happy Meandering Silly Summery Bright Giddy Precious,"McCartney, with Lennon",McCartney,,7.0,,,,,,,,,,,,,,
spotify:track:3idqWaBn3mRdsIodCU6uBi,Roll Over Beethoven,1963,With the Beatles,56.0,168.0,2.0,1.0,160.673,4.0,0.967,0.351,0.749,-9.435,0.289,0.0,0.0952,0.0628,UK: With the Beatles US: The Beatles Second Album,31.0,Roll Over Beethoven; Roll Over Beethoven,Please Mr. Postman; Misery,,"Rock and Roll, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Celebration, Hanging Out, Partying",Amiable/Good-Natured Innocent Swaggering Bright Freewheeling Summery Whimsical Celebratory Fun Light Lively Bravado Confident Passionate Sparkling Energetic Rollicking,Berry,Harrison,Y,,,68.0,,,,,,,,,,,,
spotify:track:4gUYV3ktbaOeAK5KrXMWV5,Run for Your Life,1965,Rubber Soul,55.0,138.0,2.0,1.0,176.732,4.0,0.822,0.563,0.705,-9.232,0.0103,0.0,0.0552,0.103,Rubber Soul,9.0,,,,"Rock, Rock and Roll, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Folk-Rock, Psychedelic/Garage, Rock & Roll",Jealousy,Acerbic Angry Bitter Malevolent Menacing Ominous Organic Swaggering Fierce Rousing Energetic Reckless Nihilistic Provocative Hungry,"Lennon, with McCartney",Lennon,,5.0,,,,,,,,,,,,,,
spotify:track:5iyCSUM7zzficwaGo8GIoc,Savoy Truffle,1968,The Beatles,50.0,174.0,11.0,0.0,120.761,4.0,0.793,0.623,0.544,-11.043,0.00814,0.309,0.134,0.0536,The Beatles,7.0,,,,"Soul, Blues Rock, Hard Rock, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Album Rock, British Psychedelia, Psychedelic/Garage",,Freewheeling Irreverent Playful Quirky Rollicking Rousing Stylish Cheerful Lively Swaggering Effervescent Tense/Anxious Brash,Harrison,Harrison,,3.0,,,,,,,,,,,,,,
spotify:track:1I6ayuCPZQ5SHuiEqnyLSB,Searchin',1962,Anthology 1,30.0,180.0,7.0,1.0,150.239,4.0,0.715,0.556,0.713,-6.41,0.492,0.0,0.282,0.0613,Anthology 1,,,,,"Rock and Roll, Pop/Rock",,,Yearning,"Leiber, Stoller",McCartney,Y,,,,,,,,,,,,,,,
spotify:track:2tBv9tAdqEbLNDi5smSjbg,Sexy Sadie,1968,The Beatles,54.0,195.0,0.0,1.0,75.478,4.0,0.671,0.577,0.624,-9.626,0.33,0.00622,0.117,0.0285,The Beatles,11.0,,,,Pop/Rock,"Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll, Album Rock, British Psychedelia, Psychedelic/Garage",Late Night,Acerbic Atmospheric Dreamy Enigmatic Lush Sardonic Angry Bitter Literate Quirky Sexy Stylish Trippy Eccentric Meandering Nocturnal Weary Swaggering Freewheeling,Lennon,Lennon,,3.0,,,,,,,,,,,,,,
spotify:track:4fUKE8EULjQdHF4zb0M8FO,Sgt. Pepper's Lonely Hearts Club Band,1967,Sgt. Pepper's Lonely Hearts Club Band,64.0,119.0,7.0,1.0,95.513,4.0,0.583,0.451,0.673,-9.115,0.0857,0.00225,0.797,0.0734,Sgt. Pepper's Lonely Hearts Club Band,14.0,Sgt. Pepper's Lonely Hearts Club Band / With a Little Help from My Friends,A Day in the Life,,"Psychedelic Rock, Hard Rock, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage, Rock & Roll, Hard Rock",,Playful Rousing Theatrical Whimsical Ambitious Brassy Elaborate Energetic Lively Raucous Bravado Quirky Witty,McCartney,"McCartney, with Lennon",,15.0,63.0,71.0,63.0,3.0,,,,,,,,32.0,,
spotify:track:42ocGQCOT0xYtV3f5kJDsD,Sgt. Pepper's Lonely Hearts Club Band (Reprise),1967,Sgt. Pepper's Lonely Hearts Club Band,52.0,80.0,0.0,1.0,118.773,4.0,0.879,0.653,0.889,-8.006,0.0061,0.589,0.892,0.0453,Sgt. Pepper's Lonely Hearts Club Band,6.0,,,,"Psychedelic Rock, Hard Rock, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage, Rock & Roll, Hard Rock",,Playful Rousing Theatrical Whimsical Ambitious Brassy Elaborate Energetic Lively Raucous Rollicking Bravado Quirky Witty,McCartney,"McCartney, with Lennon and Harrison",,5.0,,,,,,,,,,,,,,48.0
spotify:track:2jtUGFsqanQ82zqDlhiKIp,She Came in Through the Bathroom Window,1969,Abbey Road,61.0,117.0,2.0,1.0,80.652,4.0,0.69,0.53,0.72,-8.793,0.00376,3.38e-05,0.314,0.0338,Abbey Road,6.0,,,,"Rock, Pop/Rock","Album Rock, Contemporary Pop/Rock, Early Pop/Rock, Hard Rock, Rock & Roll, Prog-Rock",,Energetic Freewheeling Humorous Indulgent Irreverent Playful Quirky Rollicking Rousing Whimsical Exciting Brassy Dramatic Exuberant Fun Swaggering Brittle,McCartney,McCartney,,2.0,,,,,,,,,,,,,,
spotify:track:48JM82SHQTBYkhEYhMaOaa,She Loves You,1963,Past Masters (Vols. 1 & 2 / Remastered),51.0,138.0,7.0,1.0,75.442,4.0,0.927,0.391,0.883,-5.973,0.264,0.0,0.157,0.0442,UK: A Collection of Beatles Oldies US: The Beatles Second Album,45.0,She Loves You,I'll Get You,,"Rock and Roll, Pop/Rock","Alternative/Indie Rock, Britpop, Contemporary Pop/Rock","In Love, Joy, Teenagers, Yearning",Agreeable Cheerful Euphoric Optimistic Positive Strong Swinging,Lennon and McCartney,Lennon and McCartney,,19.0,1.0,1.0,1.0,33.0,6.0,1.0,2.0,3.0,14.0,14.0,34.0,24.0,,4.0
spotify:track:3VSuWxZM6x6V3ig5nYtikL,She Said She Said,1966,Revolver,56.0,157.0,3.0,1.0,106.476,4.0,0.672,0.329,0.678,-7.878,0.103,0.168,0.843,0.0344,Revolver,7.0,,,,"Psychedelic Rock, Acid Rock[, Pop/Rock","British Invasion, British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Psychedelic/Garage, Rock & Roll",,Acerbic Druggy Eccentric Freewheeling Trippy Nocturnal Ominous Quirky Eerie Menacing Playful Raucous Rousing Spacey Sardonic Tense/Anxious,Lennon,Lennon,,5.0,,,,,,,,,,37.0,,,44.0,11.0
spotify:track:3PjMtNzwhDHqxoKudm6GvF,She's Leaving Home,1967,Sgt. Pepper's Lonely Hearts Club Band,60.0,215.0,4.0,1.0,127.581,3.0,0.393,0.381,0.214,-11.629,0.944,0.0,0.106,0.0337,Sgt. Pepper's Lonely Hearts Club Band,7.0,,,,"Baroque Pop, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, British Psychedelia, Psychedelic/Garage","Loss/Grief, Reflection, Regret, Heartache",Bittersweet Elegant Literate Melancholy Poignant Searching Sophisticated Theatrical Wistful Elaborate Refined Sad Somber Atmospheric Dramatic Dreamy Reflective Reserved Plaintive Precious Wintry Whimsical,"McCartney, with Lennon","McCartney, with Lennon",,26.0,,,,,,,,,,,47.0,,,
spotify:track:6vsb1bU8oW7iqtjH2GeEaS,She's a Woman,1964,Past Masters (Vols. 1 & 2 / Remastered),45.0,183.0,9.0,1.0,88.628,4.0,0.961,0.72,0.513,-9.217,0.367,0.000364,0.0677,0.0317,UK: Rarities US: Beatles '65,28.0,I Feel Fine,She's a Woman,RIAA Gold,"Rock and Roll, R&B, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll",Cool & Cocky,Bright Exciting Rollicking Rousing Bravado Swaggering Brash Gutsy,McCartney,McCartney,,6.0,,4.0,,,,4.0,,31.0,,,,,,
spotify:track:5e5M9lzsVTPsICwCVwhJKL,Shout,1964,Anthology 1,33.0,91.0,8.0,0.0,127.971,4.0,0.909,0.342,0.822,-5.8,0.103,0.0,0.105,0.145,Anthology 1,,,,,"Rock and Roll, Gospel, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock, Rock & Roll",Celebration,Happy Rousing Uplifting,"Isley, Isley, Isley","Lennon, McCartney, Harrison and Starkey",Y,,,,,,,,,,,,,,,
spotify:track:2x7vw79tKsW99s8sbyuvPM,Slow Down,1964,Rock 'n' Roll Music,39.0,175.0,0.0,1.0,168.618,4.0,0.839,0.494,0.799,-7.327,0.707,4.64e-06,0.314,0.0628,UK: Rock 'n' Roll Music US: Something New,21.0,Matchbox,Slow Down,,"Rock and Roll, Pop/Rock","British Invasion, Contemporary Pop/Rock, Early Pop/Rock, Merseybeat, Rock & Roll",,Bright Energetic Exciting Rollicking Rousing Passionate Raucous Freewheeling Rowdy,Williams,Lennon,Y,,,25.0,,,,25.0,,44.0,,,,,,
spotify:track:6tVFuB5HzRLUlLOSgT3enU,So How Come (No One Loves Me),1963,Live at the BBC,25.0,115.0,7.0,1.0,140.473,4.0,0.965,0.494,0.653,-11.741,0.26,0.0,0.0459,0.0327,Live at the BBC,,,,,Pop/Rock,"British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Feeling Blue, Heartache, Introspection",Detached Earthy Innocent Intimate Melancholy Plaintive Theatrical Wistful Dramatic Passionate Summery Yearning Earnest Refined Sparkling Reflective,"Bryant, Bryant",Harrison,Y,,,,,,,,,,,,,,,
spotify:track:1QnLZL2cCxNUCdWgo3AYR1,Soldier of Love (Lay Down Your Arms),1963,Live at the BBC,39.0,119.0,5.0,1.0,123.777,4.0,0.969,0.742,0.413,-11.965,0.319,2.62e-06,0.305,0.04,Live at the BBC,,,,,"R&B, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Affection/Fondness, Hanging Out, New Love",Bittersweet Romantic Bravado Innocent Intimate Sensual Swaggering Theatrical Dramatic Passionate Summery Whimsical Yearning Confident Earnest Refined Sparkling Freewheeling Reflective Witty,"Cason, Moon",Lennon,Y,,,,,,,,,,,,,,,
spotify:track:3tBJOP6rkrMciM74yAscpw,Some Other Guy,1963,Live at the BBC,35.0,121.0,2.0,1.0,94.578,4.0,0.895,0.451,0.809,-10.967,0.00388,0.442,0.139,0.0425,Live at the BBC,,,,,"Rock and Roll, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Breakup, Guys Night Out, Jealousy, Late Night",Gritty Passionate Gutsy Raucous Rollicking Rousing Yearning Bravado Lively Street-Smart Whimsical Dramatic Summery Aggressive Energetic,"Leiber, Stoller, Barrett",Lennon and McCartney,Y,,,,,,,,,,,,,,,
spotify:track:0pNeVovbiZHkulpGeOx1Gj,Something,1969,Abbey Road,76.0,179.0,0.0,1.0,133.522,4.0,0.377,0.396,0.338,-10.872,0.198,2.62e-06,0.138,0.0304,Abbey Road,16.0,Something,Come Together,RIAA 2xPlatinum,"Rock, Pop/Rock","Contemporary Pop/Rock, Early Pop/Rock","Anniversary, In Love, New Love, Romantic Evening",Poignant Romantic Sentimental Smooth Soothing Intimate Sensual Dreamy Laid-Back/Mellow Passionate Sophisticated Wistful Precious,Harrison,Harrison,,43.0,4.0,1.0,4.0,12.0,,3.0,,30.0,7.0,6.0,13.0,10.0,3.0,13.0
spotify:track:3LhwP2LcoiaIxMxRnU6zez,Sour Milk Sea - Esher Demo,1968,,31.0,224.0,7.0,1.0,127.317,4.0,0.402,0.662,0.392,-9.967,0.86,8.4e-06,0.378,0.0509,,,,,,"Hard Rock, Psychedelic Rock, Pop/Rock",,,,Harrison,Harrison,,,,,,,,,,,,,,,,
spotify:track:1e6CxoqLmVADMyDW72cppZ,Step Inside Love / Los Paranoias,1968,Anthology 3,28.0,151.0,7.0,1.0,132.19,1.0,0.749,0.644,0.319,-12.381,0.562,7.73e-05,0.261,0.154,Anthology 3,,,,,"Folk Rock, Pop/Rock","Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Affection/Fondness, Comfort, In Love, New Love, Relaxation",Cheerful Light Playful Ramshackle Relaxed Soft/Quiet Sweet Warm Whimsical,"McCartney (Step Inside Love); Lennon, McCartney, Harrison and Starkey (Los Paranoias)",McCartney,,,,,,,,,,,,,,,,
spotify:track:3Am0IbOxmvlSXro7N5iSfZ,Strawberry Fields Forever,1966,Magical Mystery Tour,71.0,245.0,10.0,1.0,97.871,4.0,0.289,0.39,0.502,-12.277,0.336,0.000138,0.0713,0.178,Magical Mystery Tour,20.0,Penny Lane,Strawberry Fields Forever,RIAA Gold,"Psychedelic Rock, Art Pop, Psychedelic Pop, Pop/Rock","British Psychedelia, Contemporary Pop/Rock, Early Pop/Rock, Prog-Rock, Psychedelic/Garage",Summer,Complex Dramatic Dreamy Druggy Eerie Elaborate Freewheeling Hypnotic Quirky Searching Sophisticated Spacey Spooky Sprawling Trippy Whimsical Wistful Bittersweet Circular Ethereal Lush Ominous Autumnal Fractured Nocturnal Indulgent Unsettling,Lennon,Lennon,,30.0,2.0,8.0,32.0,3.0,,8.0,,33.0,2.0,3.0,1.0,20.0,22.0,2.0
spotify:track:4nwKdZID1ht0lDBJ5h2p87,Sun King,1969,Abbey Road,59.0,146.0,2.0,1.0,74.994,4.0,0.192,0.483,0.177,-17.629,0.284,0.499,0.116,0.0277,Abbey Road,6.0,,,,"Art Pop, Pop/Rock","Album Rock, Contemporary Pop/Rock, Early Pop/Rock, British Psychedelia, Prog-Rock, Psychedelic/Garage",,Atmospheric Dreamy Hypnotic Laid-Back/Mellow Lush Sensual Soothing Sophisticated Summery Warm Whimsical Calm/Peaceful Elegant Ethereal Gentle Intimate Spacey Romantic Stylish,Lennon,Lennon,,2.0,,,,,,,,,,,,,,
spotify:track:1HfRcPdQoV3Qrzvj5sTv43,Sure to Fall (In Love with You),1963,Live at the BBC,23.0,141.0,9.0,1.0,117.334,4.0,0.723,0.662,0.336,-10.685,0.78,0.00123,0.177,0.0294,Live at the BBC,,,,,Pop/Rock,"British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Affection/Fondness, In Love, New Love",Amiable/Good-Natured Innocent Romantic Bright Naive Sweet Refined Summery Yearning Carefree Warm Energetic Light Relaxed Sparkling Whimsical Confident Freewheeling,"Perkins, Claunch, Cantrell",McCartney,Y,,,,,,,,,,,,,,,
spotify:track:2x1GxtalXb3xo13T76UFxz,Sweet Little Sixteen,1963,Live at the BBC,29.0,141.0,4.0,1.0,169.477,4.0,0.975,0.491,0.637,-10.923,0.403,0.0,0.071,0.0437,Live at the BBC,,,,,"Rock and Roll, Pop/Rock","British Invasion, Merseybeat, Contemporary Pop/Rock, Early Pop/Rock","Celebration, Hanging Out, Partying",Amiable/Good-Natured Innocent Swaggering Bright Freewheeling Summery Whimsical Celebratory Fun Light Lively Bravado Confident Passionate Sparkling Energetic Rollicking,Berry,Lennon,Y,,,,,,,,,,,,,,,
