"This is a list of medallists at the Summer Olympic Games (1896-2004) with details of the year of the olympics, city, sport, discipline, athlete name, gender, event and medal",,,,,,,,,,
,,,,,,,,,,
"DISCLAIMER: No guarantees, express or implied, as to the accuracy or completeness of the information provided. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Year,City,Sport,Discipline,Athlete Name,NOC,Gender,Event,Event Gender,Medal,Position
1900,Paris,Shooting,Shooting,TRINITE,FRA,Men,"50m army pistol, team",M,Silver,2
1900,Paris,Shooting,Shooting,"STÄHELI, Konrad",SUI,Men,50m pistol (60 shots),M,Bronze,3
1900,Paris,Shooting,Shooting,"RÖDERER, Karl Konrad",SUI,Men,50m pistol (60 shots),M,Gold,1
1900,Paris,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,50m pistol (60 shots),M,Silver,2
1900,Paris,Athletics,Athletics,"ROWLEY, Stanley",AUS,Men,60m,M,Bronze,3
1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,60m,M,Gold,1
1900,Paris,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,Men,60m,M,Silver,2
1900,Paris,Athletics,Athletics,"HALL, David",USA,Men,800m,M,Bronze,3
1900,Paris,Athletics,Athletics,"TYSOE, Alfred",GBR,Men,800m,M,Gold,1
1900,Paris,Athletics,Athletics,"CREGAN, John",USA,Men,800m,M,Silver,2
1900,Paris,Cycling,Cycling Track,"LAKE, John Henry",USA,Men,Sprint indivual,M,Bronze,3
1900,Paris,Cycling,Cycling Track,"TAILLANDIER, Georges",FRA,Men,Sprint indivual,M,Gold,1
1900,Paris,Cycling,Cycling Track,"SANZ, Fernand",FRA,Men,Sprint indivual,M,Silver,2
1900,Paris,Shooting,Shooting,"ÖSTMO, Ole",NOR,Men,"army rifle, 300m, 3 positions",M,Bronze,3
1900,Paris,Shooting,Shooting,"VAN ASBROECK, Paul",BEL,Men,"army rifle, 300m, 3 positions",M,Bronze,3
1900,Paris,Shooting,Shooting,"KELLENBERGER, Emil",SUI,Men,"army rifle, 300m, 3 positions",M,Gold,1
1900,Paris,Shooting,Shooting,"NIELSEN, Anders Peter",DEN,Men,"army rifle, 300m, 3 positions",M,Silver,2
1900,Paris,Shooting,Shooting,"STÄHELI, Konrad",SUI,Men,"army rifle, 300m, kneeling",M,Gold,1
1900,Paris,Shooting,Shooting,"KELLENBERGER, Emil",SUI,Men,"army rifle, 300m, kneeling",M,Silver,2
1900,Paris,Shooting,Shooting,"NIELSEN, Anders Peter",DEN,Men,"army rifle, 300m, kneeling",M,Silver,2
1900,Paris,Shooting,Shooting,"ÖSTMO, Ole",NOR,Men,"army rifle, 300m, prone",M,Bronze,3
1900,Paris,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,"army rifle, 300m, prone",M,Gold,1
1900,Paris,Shooting,Shooting,"NIELSEN, Anders Peter",DEN,Men,"army rifle, 300m, prone",M,Silver,2
1900,Paris,Shooting,Shooting,"PAUMIER DU VERGIER, Charles",BEL,Men,"army rifle, 300m, standing",M,Bronze,3
1900,Paris,Shooting,Shooting,"MADSEN, Lars Jörgen",DEN,Men,"army rifle, 300m, standing",M,Gold,1
1900,Paris,Shooting,Shooting,"ÖSTMO, Ole",NOR,Men,"army rifle, 300m, standing",M,Silver,2
1900,Paris,Archery,Archery,"PETIT, Charles Frédéric",FRA,Men,"au chapelet, 33m",M,Bronze,3
1900,Paris,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"au chapelet, 33m",M,Gold,1
1900,Paris,Archery,Archery,"THIBAUD, Victor",FRA,Men,"au chapelet, 33m",M,Silver,2
1900,Paris,Archery,Archery,"MERCIER, Emile",FRA,Men,"au chapelet, 50m",M,Bronze,3
1900,Paris,Archery,Archery,"MOUGIN, Eugène",FRA,Men,"au chapelet, 50m",M,Gold,1
1900,Paris,Archery,Archery,"HELLE, Henri",FRA,Men,"au chapelet, 50m",M,Silver,2
1900,Paris,Archery,Archery,"PETIT, Charles Frédéric",FRA,Men,"au cordon doré, 33m",M,Bronze,3
1900,Paris,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"au cordon doré, 33m",M,Gold,1
1900,Paris,Archery,Archery,"THIBAUD, Victor",FRA,Men,"au cordon doré, 33m",M,Silver,2
1900,Paris,Archery,Archery,"FISSEUX, Emile",FRA,Men,"au cordon doré, 50m",M,Bronze,3
1900,Paris,Archery,Archery,"HEROUIN, Henri",FRA,Men,"au cordon doré, 50m",M,Gold,1
1900,Paris,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"au cordon doré, 50m",M,Silver,2
1900,Paris,Basque Pelota,Basque Pelota,"De AMEZOLA y ASPIZUA, José",ESP,Men,cesta punta,M,Gold,1
1900,Paris,Basque Pelota,Basque Pelota,"VILLOTA BAQUIOLA, Francisco",ESP,Men,cesta punta,M,Gold,1
1900,Paris,Basque Pelota,Basque Pelota,"DURQUETTY, Maurice",FRA,Men,cesta punta,M,Silver,2
1900,Paris,Basque Pelota,Basque Pelota,ETCHEGARAY,FRA,Men,cesta punta,M,Silver,2
1900,Paris,Cricket,Cricket,"BEACHCROFT, Charles",GBR,Men,cricket,M,Gold,1
1900,Paris,Cricket,Cricket,"BIRKETT, Arthur Ernest",GBR,Men,cricket,M,Gold,1
1900,Paris,Cricket,Cricket,"BOWERMAN, Alfred James",GBR,Men,cricket,M,Gold,1
1900,Paris,Cricket,Cricket,"BUCKLEY, George John",GBR,Men,cricket,M,Gold,1
1900,Paris,Cricket,Cricket,"BURCHELL, Francis Romulus",GBR,Men,cricket,M,Gold,1
1900,Paris,Cricket,Cricket,"CHRISTIAN, Frederick William",GBR,Men,cricket,M,Gold,1
1900,Paris,Cricket,Cricket,"CORNER, Harry Richard",GBR,Men,cricket,M,Gold,1
1900,Paris,Cricket,Cricket,"CUMING, Frederick Wlliam",GBR,Men,cricket,M,Gold,1
1900,Paris,Cricket,Cricket,"DONNE, William Stephen",GBR,Men,cricket,M,Gold,1
1900,Paris,Cricket,Cricket,"POWLESLAND, Alfred James",GBR,Men,cricket,M,Gold,1
1900,Paris,Cricket,Cricket,"SYMES, John",GBR,Men,cricket,M,Gold,1
1900,Paris,Cricket,Cricket,"TOLLER, Montagu Henry",GBR,Men,cricket,M,Gold,1
1900,Paris,Cricket,Cricket,"ANDERSON, W.",FRA,Men,cricket,M,Silver,2
1900,Paris,Cricket,Cricket,"ATTRILL, W.T.",FRA,Men,cricket,M,Silver,2
1900,Paris,Cricket,Cricket,"BRAID, J.",FRA,Men,cricket,M,Silver,2
1900,Paris,Cricket,Cricket,"BROWNING, W.",FRA,Men,cricket,M,Silver,2
1900,Paris,Cricket,Cricket,"HORNE, R.",FRA,Men,cricket,M,Silver,2
1900,Paris,Cricket,Cricket,"JORDAN, T.H.",FRA,Men,cricket,M,Silver,2
1900,Paris,Cricket,Cricket,"MCEVOY, A.",FRA,Men,cricket,M,Silver,2
1900,Paris,Cricket,Cricket,"ROBINSON, D.",FRA,Men,cricket,M,Silver,2
1900,Paris,Cricket,Cricket,"ROQUES, F.",FRA,Men,cricket,M,Silver,2
1900,Paris,Cricket,Cricket,"SCHNEIDAU, A.J.",FRA,Men,cricket,M,Silver,2
1900,Paris,Cricket,Cricket,"TERRY, Henry John",FRA,Men,cricket,M,Silver,2
1900,Paris,Cricket,Cricket,"TOMALIN, P.H.",FRA,Men,cricket,M,Silver,2
1900,Paris,Athletics,Athletics,"SHELDON, Richard",USA,Men,discus throw,M,Bronze,3
1900,Paris,Athletics,Athletics,"BAUER, Rudolf",HUN,Men,discus throw,M,Gold,1
1900,Paris,Athletics,Athletics,"JANDA, Frantisek",BOH,Men,discus throw,M,Silver,2
1900,Paris,Croquet,Croquet,AUMOITTE,FRA,Men,double,M,Gold,1
1900,Paris,Croquet,Croquet,JOHIN,FRA,Men,double,M,Gold,1
1900,Paris,Tennis,Tennis,"DE LA CHAPELLE, Georges",FRA,Men,doubles,M,Bronze,3
1900,Paris,Tennis,Tennis,"MAHONY, Harold Sergerson",GBR,Men,doubles,M,Bronze,3
1900,Paris,Tennis,Tennis,"NORRIS, Arthur B.J.",GBR,Men,doubles,M,Bronze,3
1900,Paris,Tennis,Tennis,"PREVOST, André",FRA,Men,doubles,M,Bronze,3
1900,Paris,Tennis,Tennis,"DOHERTY, Hugh Lawrence",GBR,Men,doubles,M,Gold,1
1900,Paris,Tennis,Tennis,"DOHERTY, Reginald Frank",GBR,Men,doubles,M,Gold,1
1900,Paris,Tennis,Tennis,"DE GARMENDIA, Basil Spalding",ZZX,Men,doubles,M,Silver,2
1900,Paris,Tennis,Tennis,"DECUGIS, Max",ZZX,Men,doubles,M,Silver,2
1900,Paris,Rowing,Rowing,"BRANDT, Francois Antoine",NED,Men,eight with coxswain (8+),M,Bronze,3
1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Men,eight with coxswain (8+),M,Bronze,3
1900,Paris,Rowing,Rowing,"KLEIN, Roelof",NED,Men,eight with coxswain (8+),M,Bronze,3
1900,Paris,Rowing,Rowing,"LEEGSTRA, Ruud Gerbens",NED,Men,eight with coxswain (8+),M,Bronze,3
1900,Paris,Rowing,Rowing,"MIDDELBERG, Walter",NED,Men,eight with coxswain (8+),M,Bronze,3
1900,Paris,Rowing,Rowing,"OFFERHAUS, Hendrik Karel",NED,Men,eight with coxswain (8+),M,Bronze,3
1900,Paris,Rowing,Rowing,"THIJSSEN, Walter",NED,Men,eight with coxswain (8+),M,Bronze,3
1900,Paris,Rowing,Rowing,"TROMP, Henricus",NED,Men,eight with coxswain (8+),M,Bronze,3
1900,Paris,Rowing,Rowing,"VAN DIJK, Johannes Wilhelmus Maria",NED,Men,eight with coxswain (8+),M,Bronze,3
1900,Paris,Rowing,Rowing,"ABELL, Louis",USA,Men,eight with coxswain (8+),M,Gold,1
1900,Paris,Rowing,Rowing,"CARR, William",USA,Men,eight with coxswain (8+),M,Gold,1
1900,Paris,Rowing,Rowing,"DEBAECKE, Harry",USA,Men,eight with coxswain (8+),M,Gold,1
1900,Paris,Rowing,Rowing,"EXLEY, John",USA,Men,eight with coxswain (8+),M,Gold,1
1900,Paris,Rowing,Rowing,"GEIGER, John",USA,Men,eight with coxswain (8+),M,Gold,1
1900,Paris,Rowing,Rowing,"HEDLEY, Edward",USA,Men,eight with coxswain (8+),M,Gold,1
1900,Paris,Rowing,Rowing,"JUVENAL, James",USA,Men,eight with coxswain (8+),M,Gold,1
1900,Paris,Rowing,Rowing,"LOCKWOOD, Roscoe",USA,Men,eight with coxswain (8+),M,Gold,1
1900,Paris,Rowing,Rowing,"MARSH, Edward",USA,Men,eight with coxswain (8+),M,Gold,1
1900,Paris,Rowing,Rowing,"BRUGGEMAN, Prospère",BEL,Men,eight with coxswain (8+),M,Silver,2
1900,Paris,Rowing,Rowing,"DE BISSCHOP, Jules",BEL,Men,eight with coxswain (8+),M,Silver,2
1900,Paris,Rowing,Rowing,"DE COCK, Oscar",BEL,Men,eight with coxswain (8+),M,Silver,2
1900,Paris,Rowing,Rowing,"DE SOMVILLE, Oscar Charles",BEL,Men,eight with coxswain (8+),M,Silver,2
1900,Paris,Rowing,Rowing,"HEMELSOET, Maurice",BEL,Men,eight with coxswain (8+),M,Silver,2
1900,Paris,Rowing,Rowing,"ODBERG, Frank",BEL,Men,eight with coxswain (8+),M,Silver,2
1900,Paris,Rowing,Rowing,"VAN CROMBRUGGHE, Marcel Lucien",BEL,Men,eight with coxswain (8+),M,Silver,2
1900,Paris,Rowing,Rowing,"VAN LANDEGHEM, Alfred",BEL,Men,eight with coxswain (8+),M,Silver,2
1900,Paris,Rowing,Rowing,"VERDONCK, Maurice",BEL,Men,eight with coxswain (8+),M,Silver,2
1900,Paris,Fencing,Fencing,"BOULENGER, Marcel Jacques",FRA,Men,foil individual,M,Bronze,3
1900,Paris,Fencing,Fencing,"COSTE, Emile",FRA,Men,foil individual,M,Gold,1
1900,Paris,Fencing,Fencing,"MASSON, Henri",FRA,Men,foil individual,M,Silver,2
1900,Paris,Fencing,Fencing,"MIMIAGUE, Jean-Baptiste",FRA,Men,"foil, masters",M,Bronze,3
1900,Paris,Fencing,Fencing,"MERIGNAC, Lucien",FRA,Men,"foil, masters",M,Gold,1
1900,Paris,Fencing,Fencing,"KIRCHHOFFER, Alphonse",FRA,Men,"foil, masters",M,Silver,2
1900,Paris,Football,Football,"DELBECQUE, Albert",BEL,Men,football,M,Bronze,3
1900,Paris,Football,Football,"KELECOM, R.",BEL,Men,football,M,Bronze,3
1900,Paris,Football,Football,"LEBOUTTE, Marcel",BEL,Men,football,M,Bronze,3
1900,Paris,Football,Football,LONDOT,BEL,Men,football,M,Bronze,3
1900,Paris,Football,Football,"MOREAU, Ernest",BEL,Men,football,M,Bronze,3
1900,Paris,Football,Football,"NEEFS, E.",BEL,Men,football,M,Bronze,3
1900,Paris,Football,Football,"PELGRIMS, Georges",BEL,Men,football,M,Bronze,3
1900,Paris,Football,Football,"RENIER, Alphonse",BEL,Men,football,M,Bronze,3
1900,Paris,Football,Football,"SPANNOGHE, E.",BEL,Men,football,M,Bronze,3
1900,Paris,Football,Football,"THORNTON, Erich",BEL,Men,football,M,Bronze,3
1900,Paris,Football,Football,VAN HEUCKELUM,BEL,Men,football,M,Bronze,3
1900,Paris,Football,Football,"BUCKENHAM, Claude Percy",GBR,Men,football,M,Gold,1
1900,Paris,Football,Football,"BURRIDGE, T.E.",GBR,Men,football,M,Gold,1
1900,Paris,Football,Football,"CHALK, Alfred Ernest",GBR,Men,football,M,Gold,1
1900,Paris,Football,Football,"GROSLING, William Sullivan",GBR,Men,football,M,Gold,1
1900,Paris,Football,Football,"HASLAM, A.",GBR,Men,football,M,Gold,1
1900,Paris,Football,Football,"JONES, J.H.",GBR,Men,football,M,Gold,1
1900,Paris,Football,Football,"NICHOLAS, J.",GBR,Men,football,M,Gold,1
1900,Paris,Football,Football,"QUASH, William Francis",GBR,Men,football,M,Gold,1
1900,Paris,Football,Football,"SPACKMAN, F.G.",GBR,Men,football,M,Gold,1
1900,Paris,Football,Football,"TURNER, R.R.",GBR,Men,football,M,Gold,1
1900,Paris,Football,Football,"ZEALLEY, James Edward",GBR,Men,football,M,Gold,1
1900,Paris,Football,Football,"ALLEMANE, Pierre",FRA,Men,football,M,Silver,2
1900,Paris,Football,Football,BACH,FRA,Men,football,M,Silver,2
1900,Paris,Football,Football,"BLOCH, Jean",FRA,Men,football,M,Silver,2
1900,Paris,Football,Football,"CANELLE, Fernand",FRA,Men,football,M,Silver,2
1900,Paris,Football,Football,DUPARC,FRA,Men,football,M,Silver,2
1900,Paris,Football,Football,FRAYSSE,FRA,Men,football,M,Silver,2
1900,Paris,Football,Football,GAILLARD,FRA,Men,football,M,Silver,2
1900,Paris,Football,Football,"GARNIER, René",FRA,Men,football,M,Silver,2
1900,Paris,Football,Football,GRANDJEAN,FRA,Men,football,M,Silver,2
1900,Paris,Football,Football,HUTEAU,FRA,Men,football,M,Silver,2
1900,Paris,Football,Football,LAMBERT,FRA,Men,football,M,Silver,2
1900,Paris,Football,Football,MACAIRE,FRA,Men,football,M,Silver,2
1900,Paris,Football,Football,PELTIER,FRA,Men,football,M,Silver,2
1900,Paris,Rowing,Rowing,"CARSTENS, Wilhelm",GER,Men,four-oared shell with coxswain (4-),M,Bronze,3
1900,Paris,Rowing,Rowing,"FELLE, Ernst",GER,Men,four-oared shell with coxswain (4-),M,Bronze,3
1900,Paris,Rowing,Rowing,"FICKEISEN, Otto",GER,Men,four-oared shell with coxswain (4-),M,Bronze,3
1900,Paris,Rowing,Rowing,"KÖRNER, Julius",GER,Men,four-oared shell with coxswain (4-),M,Bronze,3
1900,Paris,Rowing,Rowing,"KRÖWERATH, Franz",GER,Men,four-oared shell with coxswain (4-),M,Bronze,3
1900,Paris,Rowing,Rowing,"LEHLE, Carl",GER,Men,four-oared shell with coxswain (4-),M,Bronze,3
1900,Paris,Rowing,Rowing,"MÖLLER, Adolf",GER,Men,four-oared shell with coxswain (4-),M,Bronze,3
1900,Paris,Rowing,Rowing,"MOTHS, Gustav Adolf",GER,Men,four-oared shell with coxswain (4-),M,Bronze,3
1900,Paris,Rowing,Rowing,"RÜSTER, Hugo",GER,Men,four-oared shell with coxswain (4-),M,Bronze,3
1900,Paris,Rowing,Rowing,"WILKER, Hermann",GER,Men,four-oared shell with coxswain (4-),M,Bronze,3
1900,Paris,Rowing,Rowing,"BOUCKAERT, Henri",FRA,Men,four-oared shell with coxswain (4-),M,Gold,1
1900,Paris,Rowing,Rowing,"CAU, Jean",FRA,Men,four-oared shell with coxswain (4-),M,Gold,1
1900,Paris,Rowing,Rowing,CHARLOT,FRA,Men,four-oared shell with coxswain (4-),M,Gold,1
1900,Paris,Rowing,Rowing,"DELCHAMBRE, Emile",FRA,Men,four-oared shell with coxswain (4-),M,Gold,1
1900,Paris,Rowing,Rowing,"GOSSLER, Carl Heinrich",GER,Men,four-oared shell with coxswain (4-),M,Gold,1
1900,Paris,Rowing,Rowing,"GOSSLER, Gustav Ludwig",GER,Men,four-oared shell with coxswain (4-),M,Gold,1
1900,Paris,Rowing,Rowing,"GOSSLER, Oscar",GER,Men,four-oared shell with coxswain (4-),M,Gold,1
1900,Paris,Rowing,Rowing,"HAZEBROUCK, Henri",FRA,Men,four-oared shell with coxswain (4-),M,Gold,1
1900,Paris,Rowing,Rowing,"KATZENSTEIN, Walther",GER,Men,four-oared shell with coxswain (4-),M,Gold,1
1900,Paris,Rowing,Rowing,"TIETGENS, Waldemar",GER,Men,four-oared shell with coxswain (4-),M,Gold,1
1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Men,four-oared shell with coxswain (4-),M,Silver,2
1900,Paris,Rowing,Rowing,"HIEBENDAAI, Coenraad Christiaan",NED,Men,four-oared shell with coxswain (4-),M,Silver,2
1900,Paris,Rowing,Rowing,"LOTSY, Gerhard Oswald",NED,Men,four-oared shell with coxswain (4-),M,Silver,2
1900,Paris,Rowing,Rowing,"LOTSY, Paulus Jan",NED,Men,four-oared shell with coxswain (4-),M,Silver,2
1900,Paris,Rowing,Rowing,"LUMPP, Georges",FRA,Men,four-oared shell with coxswain (4-),M,Silver,2
1900,Paris,Rowing,Rowing,"PERRIN, Charles",FRA,Men,four-oared shell with coxswain (4-),M,Silver,2
1900,Paris,Rowing,Rowing,"SOUBEYRAN, Daniel",FRA,Men,four-oared shell with coxswain (4-),M,Silver,2
1900,Paris,Rowing,Rowing,"TERWOGT, Johannes Hester Lambertus",NED,Men,four-oared shell with coxswain (4-),M,Silver,2
1900,Paris,Rowing,Rowing,"WEGELIN, Emile",FRA,Men,four-oared shell with coxswain (4-),M,Silver,2
1900,Paris,Shooting,Shooting,"CAVADINI, Auguste",FRA,Men,"free rifle, team",M,Bronze,3
1900,Paris,Shooting,Shooting,"LECOQ, Maurice",FRA,Men,"free rifle, team",M,Bronze,3
1900,Paris,Shooting,Shooting,"MOREAUX, Léon",FRA,Men,"free rifle, team",M,Bronze,3
1900,Paris,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,"free rifle, team",M,Bronze,3
1900,Paris,Shooting,Shooting,"THOMAS, René",FRA,Men,"free rifle, team",M,Bronze,3
1900,Paris,Shooting,Shooting,"BÖCKLI, Franz",SUI,Men,"free rifle, team",M,Gold,1
1900,Paris,Shooting,Shooting,"GRÜTER, Alfred",SUI,Men,"free rifle, team",M,Gold,1
1900,Paris,Shooting,Shooting,"KELLENBERGER, Emil",SUI,Men,"free rifle, team",M,Gold,1
1900,Paris,Shooting,Shooting,"RICHARDET, Louis-Marc",SUI,Men,"free rifle, team",M,Gold,1
1900,Paris,Shooting,Shooting,"STÄHELI, Konrad",SUI,Men,"free rifle, team",M,Gold,1
1900,Paris,Shooting,Shooting,"FRYDENLUND, Olaf Emil",NOR,Men,"free rifle, team",M,Silver,2
1900,Paris,Shooting,Shooting,"HERMANDSEN, Hellmer",NOR,Men,"free rifle, team",M,Silver,2
1900,Paris,Shooting,Shooting,"ÖSTMO, Ole",NOR,Men,"free rifle, team",M,Silver,2
1900,Paris,Shooting,Shooting,"SAETHER, Ole Andreas",NOR,Men,"free rifle, team",M,Silver,2
1900,Paris,Shooting,Shooting,"SEEBERG, Tom",NOR,Men,"free rifle, team",M,Silver,2
1900,Paris,Athletics,Athletics,"MCCRACKEN, Josiah",USA,Men,hammer throw,M,Bronze,3
1900,Paris,Athletics,Athletics,"FLANAGAN, John Jesus",USA,Men,hammer throw,M,Gold,1
1900,Paris,Athletics,Athletics,"HARE, Thomas Truxton",USA,Men,hammer throw,M,Silver,2
1900,Paris,Athletics,Athletics,"GÖNCZY, Lajos",HUN,Men,high jump,M,Bronze,3
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,high jump,M,Gold,1
1900,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,Men,high jump,M,Silver,2
1900,Paris,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Men,high jump,X,Bronze,3
1900,Paris,Equestrian,Jumping,"GARDERES, Dominique Maximien",FRA,Men,high jump,X,Gold,1
1900,Paris,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Men,high jump,X,Gold,1
1900,Paris,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,Men,"high jump, standing",M,Bronze,3
1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,"high jump, standing",M,Gold,1
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,"high jump, standing",M,Silver,2
1900,Paris,Equestrian,Jumping,"DE CHAMPSAVIN, Louis",FRA,Men,individual,X,Bronze,3
1900,Paris,Equestrian,Jumping,"HAEGEMAN, Aimé",BEL,Men,individual,X,Gold,1
1900,Paris,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Men,individual,X,Silver,2
1900,Paris,Golf,Golf,"ROBERTSON, David Donaldson",GBR,Men,individual,M,Bronze,3
1900,Paris,Golf,Golf,"SANDS, Charles Edward",USA,Men,individual,M,Gold,1
1900,Paris,Golf,Golf,"RUTHERFORD, Walter",GBR,Men,individual,M,Silver,2
1900,Paris,Golf,Golf,"PRATT, Daria",USA,Women,individual,W,Bronze,3
1900,Paris,Golf,Golf,"ABBOTT, Margaret Ives",USA,Women,individual,W,Gold,1
1900,Paris,Golf,Golf,"WHITTIER, Pauline",USA,Women,individual,W,Silver,2
1900,Paris,Croquet,Croquet,WAYDELICH,FRA,Men,individual 1 ball,M,Bronze,3
1900,Paris,Croquet,Croquet,AUMOITTE,FRA,Men,individual 1 ball,M,Gold,1
1900,Paris,Croquet,Croquet,JOHIN,FRA,Men,individual 1 ball,M,Silver,2
1900,Paris,Croquet,Croquet,SAUTREAU,FRA,Men,individual 2 balls,M,Bronze,3
1900,Paris,Croquet,Croquet,WAYDELICH,FRA,Men,individual 2 balls,M,Gold,1
1900,Paris,Croquet,Croquet,VIGNEROT,FRA,Men,individual 2 balls,M,Silver,2
1900,Paris,Gymnastics,Artistic G.,"DEMANET, Lucien",FRA,Men,individual all-round,M,Bronze,3
1900,Paris,Gymnastics,Artistic G.,"SANDRAS, Gustave",FRA,Men,individual all-round,M,Gold,1
1900,Paris,Gymnastics,Artistic G.,"BAS, Noël",FRA,Men,individual all-round,M,Silver,2
1900,Paris,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,Men,long jump,M,Bronze,3
1900,Paris,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,Men,long jump,M,Gold,1
1900,Paris,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,long jump,M,Silver,2
1900,Paris,Equestrian,Jumping,DE BELLEGARDE,FRA,Men,long jump individual,X,Bronze,3
1900,Paris,Equestrian,Jumping,"VAN LANGHENDONCK, Constant",BEL,Men,long jump individual,X,Gold,1
1900,Paris,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Men,long jump individual,X,Silver,2
1900,Paris,Athletics,Athletics,"TORCHEBOEUF, Emile",FRA,Men,"long jump, standing",M,Bronze,3
1900,Paris,Athletics,Athletics,"EWRY, Ray",USA,Men,"long jump, standing",M,Gold,1
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,"long jump, standing",M,Silver,2
1900,Paris,Athletics,Athletics,"FAST, Ernst",SWE,Men,marathon,M,Bronze,3
1900,Paris,Athletics,Athletics,"THEATO, Michel",FRA,Men,marathon,M,Gold,1
1900,Paris,Athletics,Athletics,"CHAMPION, Emile",FRA,Men,marathon,M,Silver,2
1900,Paris,Tennis,Tennis,"DOHERTY, Hugh Lawrence",ZZX,Men,mixed doubles,X,Bronze,3
1900,Paris,Tennis,Tennis,"WARDEN, Archibald A.",ZZX,Men,mixed doubles,X,Bronze,3
1900,Paris,Tennis,Tennis,"DOHERTY, Reginald Frank",GBR,Men,mixed doubles,X,Gold,1
1900,Paris,Tennis,Tennis,"MAHONY, Harold Sergerson",ZZX,Men,mixed doubles,X,Silver,2
1900,Paris,Tennis,Tennis,"JONES, Marion",ZZX,Women,mixed doubles,X,Bronze,3
1900,Paris,Tennis,Tennis,"ROSENBAUM, Hedwig",ZZX,Women,mixed doubles,X,Bronze,3
1900,Paris,Tennis,Tennis,"COOPER, Charlotte",GBR,Women,mixed doubles,X,Gold,1
1900,Paris,Tennis,Tennis,"PREVOST, Hélène",ZZX,Women,mixed doubles,X,Silver,2
1900,Paris,Sailing,Sailing,"MICHELET, E.",FRA,Men,open class,X,Bronze,3
1900,Paris,Sailing,Sailing,"MICHELET, F.",FRA,Men,open class,X,Bronze,3
1900,Paris,Sailing,Sailing,"GRETTON, John H.",GBR,Men,open class,X,Gold,1
1900,Paris,Sailing,Sailing,"HOPE, Linton",GBR,Men,open class,X,Gold,1
1900,Paris,Sailing,Sailing,"LORD CURRIE, Lorne Campbell",GBR,Men,open class,X,Gold,1
1900,Paris,Sailing,Sailing,"NAUE, Georg",GER,Men,open class,X,Silver,2
1900,Paris,Sailing,Sailing,"PETERS, Heinrich",GER,Men,open class,X,Silver,2
1900,Paris,Sailing,Sailing,"WEISE, Ottokar",GER,Men,open class,X,Silver,2
1900,Paris,Sailing,Sailing,"WIESNER, Martin",GER,Men,open class,X,Silver,2
1900,Paris,Rowing,Rowing,"DELTOUR, Carlos",FRA,Men,pair-oared shell with coxswain (2+),M,Bronze,3
1900,Paris,Rowing,Rowing,"PAOLI, Raoul",FRA,Men,pair-oared shell with coxswain (2+),M,Bronze,3
1900,Paris,Rowing,Rowing,"VEDRENNE, Antoine Erneste",FRA,Men,pair-oared shell with coxswain (2+),M,Bronze,3
1900,Paris,Rowing,Rowing,"BRANDT, Francois Antoine",ZZX,Men,pair-oared shell with coxswain (2+),M,Gold,1
1900,Paris,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",ZZX,Men,pair-oared shell with coxswain (2+),M,Gold,1
1900,Paris,Rowing,Rowing,"KLEIN, Roelof",ZZX,Men,pair-oared shell with coxswain (2+),M,Gold,1
1900,Paris,Rowing,Rowing,"MARTINET, Louis",FRA,Men,pair-oared shell with coxswain (2+),M,Silver,2
1900,Paris,Rowing,Rowing,UNKNOWN COX / BARREUR INCONNU,FRA,Men,pair-oared shell with coxswain (2+),M,Silver,2
1900,Paris,Rowing,Rowing,WALEFF,FRA,Men,pair-oared shell with coxswain (2+),M,Silver,2
1900,Paris,Athletics,Athletics,"ANDERSEN, Carl Albert",NOR,Men,pole vault,M,Bronze,3
1900,Paris,Athletics,Athletics,"BAXTER, Irving",USA,Men,pole vault,M,Gold,1
1900,Paris,Athletics,Athletics,"COLKETT, Meredith Bright",USA,Men,pole vault,M,Silver,2
1900,Paris,Polo,Polo,"BOUSSOD, Jean",ZZX,Men,polo,M,Bronze,3
